post_town,part_1_construction_age_band,average_current_energy_efficiency_rating,average_potential_energy_efficiency_rating,average_current_environmental_impact_rating,average_potential_environmental_impact_rating,average_current_emissions_(t.co2/yr),average_potential_reduction_in_emissions_(t.co2/yr),average_potential_savings_in_heating_costs_over_3_years,average_potential_savings_in_hot_water_costs_over_3_years,rank_average_current_emissions_(t.co2/yr),rank_average_current_energy_efficiency_rating,rank_average_potential_energy_efficiency_rating,rank_average_current_environmental_impact_rating,rank_average_potential_environmental_impact_rating,rank_average_potential_reduction_in_emissions_(t.co2/yr),rank_average_potential_savings_in_heating_costs_over_3_years,rank_average_potential_savings_in_hot_water_costs_over_3_years
taynuilt,1984-1991,51.940298507462686,86.28358208955224,34.0,78.44776119402985,8.080597014925372,3.905970149253731,1979.1044776119404,344.82089552238807,419.0,391.0,154.0,2006.0,326.0,109.0,64.0,80.0
east of lindores,others,77.0,92.0,72.0,86.0,6.9,3.1,-12.0,156.0,382.0,89.0,64.0,550.0,112.0,159.0,522.0,273.0
tarbolton,1950-1964,54.0,99.0,45.0,88.0,5.5,4.1,390.0,162.0,316.0,379.0,37.0,1842.0,94.0,97.0,385.0,262.0
mussleburgh,others,87.875,89.75,90.0,92.0,1.05,0.1875,0.0,81.75,10.0,32.0,92.0,44.0,49.0,457.0,496.0,447.0
tarbert,1992-1998,52.92307692307692,83.29230769230769,67.66666666666667,78.16153846153846,9.69076923076923,6.642307692307693,2293.5461538461536,340.66153846153844,472.0,384.0,265.0,768.0,330.0,26.0,43.0,84.0
langholm,2008 onwards,54.578947368421055,85.10526315789474,70.0,80.3157894736842,7.076842105263157,4.407368421052632,1487.2421052631578,219.34736842105264,386.0,374.0,195.0,636.0,264.0,81.0,116.0,194.0
west linton,1999-2002,60.84070796460177,82.15044247787611,64.66666666666667,79.58407079646018,7.229203539823009,3.3,922.9115044247787,274.3805309734513,395.0,303.0,323.0,964.0,291.0,147.0,225.0,132.0
golspie,1965-1975,51.63414634146341,83.14634146341463,39.5,77.0,7.45609756097561,3.724390243902439,1589.9268292682927,288.219512195122,403.0,393.0,272.0,1944.0,360.0,123.0,106.0,120.0
darnick,before 1919,59.0,74.0,58.0,76.0,3.7,1.6,957.0,0.0,173.0,324.0,425.0,1397.0,371.0,314.0,212.0,500.0
new cumnock,before 1919,11.5,47.0,23.5,55.0,18.0,9.55,4960.5,865.5,495.0,460.0,443.0,2058.0,430.0,9.0,9.0,9.0
lairg,1999-2002,49.60909090909091,89.44545454545455,58.0,81.61818181818182,8.884545454545455,5.1427272727272735,1815.8454545454545,343.2,445.0,405.0,104.0,1397.0,205.0,53.0,80.0,81.0
muirkirk,1950-1964,72.4,85.4,66.0,85.9,5.279999999999999,2.45,704.7,81.6,304.0,119.0,186.0,862.0,114.0,212.0,271.0,448.0
isle of cumbrae,before 1919,72.9047619047619,80.23809523809524,26.333333333333332,79.33333333333333,3.076190476190476,0.9095238095238096,410.2857142857143,359.7142857142857,117.0,114.0,384.0,2051.0,299.0,407.0,366.0,70.0
arrochar,1984-1991,52.67567567567568,79.8108108108108,52.0,79.02702702702703,6.056756756756757,3.3351351351351353,1085.837837837838,263.6756756756757,348.0,385.0,392.0,1669.0,308.0,144.0,175.0,140.0
halkirk,1976-1983,60.75,85.81666666666666,60.666666666666664,75.1,7.178333333333333,3.353333333333333,1168.25,226.05,393.0,305.0,170.0,1247.0,381.0,142.0,157.0,187.0
langholm,1930-1949,54.578947368421055,85.10526315789474,58.333333333333336,80.3157894736842,7.076842105263157,4.407368421052632,1487.2421052631578,219.34736842105264,386.0,374.0,195.0,1380.0,264.0,81.0,116.0,194.0
port glasgow,2008 onwards,62.16135458167331,78.04382470119522,77.3,72.09163346613546,4.147609561752988,1.1219123505976096,822.8067729083665,254.52788844621514,211.0,289.0,411.0,372.0,404.0,381.0,245.0,156.0
isle of islay,1976-1983,60.33802816901409,86.19718309859155,64.33333333333333,81.42957746478874,5.6633802816901415,3.3563380281690143,1046.2605633802816,306.65492957746477,321.0,310.0,155.0,990.0,213.0,141.0,185.0,107.0
lairg,2003-2007,49.60909090909091,89.44545454545455,70.0,81.61818181818182,8.884545454545455,5.1427272727272735,1815.8454545454545,343.2,445.0,405.0,104.0,636.0,205.0,53.0,80.0,81.0
currie,1992-1998,68.45370370370371,83.05555555555556,72.0,80.53703703703704,4.447222222222222,1.8175925925925926,470.80555555555554,143.27777777777777,239.0,196.0,276.0,550.0,250.0,286.0,350.0,294.0
rhynie,before 1919,32.0,114.0,15.0,88.0,11.0,9.1,3345.0,570.0,482.0,447.0,7.0,2071.0,94.0,11.0,21.0,23.0
isle of harris,2003-2007,58.58536585365854,86.1951219512195,60.25,80.7439024390244,7.139024390243902,3.8780487804878048,1235.780487804878,282.5853658536585,392.0,333.0,156.0,1273.0,246.0,115.0,148.0,125.0
alness,1976-1983,72.19900497512438,86.02487562189054,56.84615384615385,83.19402985074628,4.19452736318408,1.5537313432835822,511.94029850746267,141.7462686567164,218.0,122.0,162.0,1462.0,152.0,316.0,336.0,297.0
newcastleton,1965-1975,58.98039215686274,82.17647058823529,47.0,81.23529411764706,5.70392156862745,2.9431372549019605,1149.7058823529412,215.1764705882353,324.0,325.0,320.0,1800.0,223.0,170.0,160.0,197.0
eskdalemuir,others,69.5,79.0,72.0,74.0,3.85,0.55,400.5,0.0,185.0,179.0,406.0,550.0,393.0,424.0,373.0,500.0
old rayne,before 1919,44.0,72.0,41.0,68.0,15.0,6.8,2928.0,291.0,491.0,427.0,428.0,1914.0,415.0,25.0,28.0,117.0
girvan,1999-2002,55.726907630522085,80.45381526104417,67.0,77.20883534136546,6.804819277108434,3.4879518072289155,1385.4578313253012,210.19277108433735,379.0,363.0,382.0,801.0,355.0,133.0,125.0,202.0
colintraive,1919-1929,42.0,77.76923076923077,21.0,77.84615384615384,9.492307692307692,5.623076923076923,2016.6923076923076,432.9230769230769,466.0,432.0,413.0,2062.0,338.0,39.0,59.0,40.0
st fergus,others,90.25,91.75,90.25,92.0,1.425,0.25,-3.75,127.5,31.0,13.0,65.0,35.0,49.0,444.0,516.0,327.0
corsock,1950-1964,22.0,80.0,37.0,79.0,8.9,6.1,6639.0,1056.0,446.0,457.0,389.0,1974.0,310.0,34.0,4.0,4.0
castletown,1950-1964,50.0,83.0,51.0,63.5,8.1,4.1,1003.5,177.0,420.0,402.0,282.0,1696.0,421.0,97.0,199.0,245.0
newburgh,2008 onwards,80.0,81.0,83.0,85.0,1.3,0.2,66.0,27.0,23.0,77.0,366.0,225.0,123.0,452.0,477.0,490.0
dunblane,2003-2007,74.78899082568807,84.81345565749236,79.16666666666667,82.92966360856269,3.636085626911315,1.334250764525994,434.6697247706422,107.4954128440367,170.0,98.0,205.0,318.0,165.0,347.0,359.0,367.0
sanday,others,74.0,119.0,76.0,117.0,2.3,3.0,0.0,342.0,77.0,103.0,3.0,407.0,4.0,167.0,496.0,83.0
maryhill,others,87.0,88.0,83.0,85.0,2.6,0.3,-27.0,192.0,86.0,36.0,125.0,225.0,123.0,440.0,526.0,222.0
bannockburn,others,111.75,112.75,109.75,111.5,-0.725,0.2,-0.75,90.0,2.0,2.0,9.0,3.0,5.0,452.0,502.0,425.0
newport-on-tay,2008 onwards,61.17557251908397,82.69465648854961,79.0,79.45801526717557,5.585496183206107,2.853435114503817,995.7022900763359,137.95419847328245,319.0,300.0,297.0,324.0,298.0,180.0,203.0,306.0
saltcoats,1976-1983,73.66067864271457,84.01397205588822,75.0,82.24550898203593,2.6467065868263475,0.9241516966067864,397.2874251497006,203.34131736526948,88.0,108.0,230.0,442.0,184.0,405.0,377.0,211.0
boat of garten,before 1919,52.11538461538461,83.03846153846153,44.0,73.1923076923077,8.4,3.9923076923076923,1655.7692307692307,380.7692307692308,430.0,389.0,278.0,1866.0,398.0,103.0,99.0,63.0
milngavie,others,74.0,79.33333333333333,81.0,77.0,2.733333333333333,0.5,269.0,131.0,93.0,103.0,400.0,271.0,360.0,426.0,435.0,320.0
isle of cumbrae,others,72.9047619047619,80.23809523809524,81.16666666666667,79.33333333333333,3.076190476190476,0.9095238095238096,410.2857142857143,359.7142857142857,117.0,114.0,384.0,270.0,299.0,407.0,366.0,70.0
ardrishaig,before 1919,38.0,79.0,9.0,62.5,10.05,5.35,1974.0,609.0,478.0,441.0,406.0,2075.0,423.0,45.0,65.0,18.0
kyle,2003-2007,49.310810810810814,85.27027027027027,70.0,76.52702702702703,9.025675675675675,4.914864864864865,1828.8243243243244,319.6621621621622,453.0,406.0,189.0,636.0,365.0,62.0,76.0,98.0
aberlour,1919-1929,61.96449704142012,86.5680473372781,65.14285714285714,81.72781065088758,5.966272189349112,3.2201183431952667,948.4792899408284,193.4023668639053,343.0,291.0,147.0,929.0,199.0,151.0,217.0,220.0
cromarty,2003-2007,60.68493150684932,84.0958904109589,64.33333333333333,79.84931506849315,5.27945205479452,2.7027397260273975,1014.3698630136986,308.3013698630137,303.0,306.0,227.0,990.0,281.0,190.0,197.0,105.0
canonbie,1930-1949,46.59090909090909,85.79545454545455,43.0,76.38636363636364,8.679545454545455,5.175,1842.409090909091,329.9318181818182,440.0,417.0,172.0,1877.0,366.0,51.0,75.0,93.0
dunoon,others,60.36605316973415,79.16359918200409,84.0,75.62985685071574,5.125562372188139,2.317791411042945,1063.478527607362,163.45398773006136,292.0,309.0,404.0,202.0,375.0,223.0,181.0,261.0
isle of tiree,others,51.411764705882355,99.76470588235294,81.0,85.29411764705883,7.064705882352942,4.829411764705883,1632.1764705882354,398.29411764705884,385.0,396.0,36.0,271.0,122.0,67.0,101.0,55.0
brora,1919-1929,47.06521739130435,83.04347826086956,31.0,70.6086956521739,8.839130434782609,4.434782608695652,1814.2826086956522,371.3478260869565,444.0,415.0,277.0,2033.0,412.0,80.0,81.0,67.0
tarbert,1919-1929,52.92307692307692,83.29230769230769,36.0,78.16153846153846,9.69076923076923,6.642307692307693,2293.5461538461536,340.66153846153844,472.0,384.0,265.0,1989.0,330.0,26.0,43.0,84.0
dornoch,1999-2002,54.927083333333336,86.02083333333333,67.33333333333333,79.09375,7.996875,4.2,1733.125,256.40625,416.0,371.0,163.0,783.0,304.0,93.0,93.0,154.0
gullane,2008 onwards,71.88372093023256,83.98837209302326,74.0,82.54651162790698,4.832558139534884,2.032558139534884,647.9651162790698,85.84883720930233,270.0,129.0,233.0,470.0,175.0,259.0,291.0,437.0
isle of jura,1950-1964,55.0,85.85714285714286,37.5,71.85714285714286,11.285714285714286,5.128571428571428,1263.4285714285713,540.8571428571429,484.0,369.0,169.0,1966.0,406.0,54.0,144.0,24.0
rosewell,1919-1929,79.16,90.08,56.0,89.52,2.8013333333333335,1.292,131.08,99.04,98.0,81.0,86.0,1510.0,79.0,358.0,468.0,399.0
lochbroom,1999-2002,66.0,95.0,59.0,87.0,7.4,3.7,192.0,273.0,401.0,241.0,49.0,1346.0,104.0,124.0,456.0,133.0
dalrymple,2008 onwards,58.0,68.5,57.0,63.5,12.0,2.05,432.0,51.0,486.0,338.0,432.0,1451.0,421.0,255.0,360.0,481.0
north ayrshire,before 1919,82.6,83.63333333333334,75.0,89.33333333333333,1.6933333333333336,0.12333333333333332,31.1,22.6,46.0,64.0,251.0,442.0,81.0,466.0,486.0,493.0
millport,1965-1975,48.86363636363637,74.3409090909091,37.0,64.63636363636364,5.8522727272727275,2.3261363636363637,1662.375,230.48863636363637,333.0,409.0,424.0,1974.0,419.0,222.0,96.0,179.0
skelmorlie,1965-1975,73.94059405940594,81.14851485148515,65.25,82.01980198019803,4.774257425742574,1.6564356435643566,761.2277227722773,52.0990099009901,262.0,104.0,361.0,922.0,189.0,303.0,262.0,479.0
gullane,1992-1998,71.88372093023256,83.98837209302326,64.0,82.54651162790698,4.832558139534884,2.032558139534884,647.9651162790698,85.84883720930233,270.0,129.0,233.0,1013.0,175.0,259.0,291.0,437.0
crainlarich,1950-1964,40.57692307692308,101.42307692307692,44.0,87.73076923076923,9.823076923076924,6.203846153846154,3635.653846153846,657.1153846153846,475.0,437.0,33.0,1866.0,95.0,32.0,19.0,14.0
newport-on-tay,others,61.17557251908397,82.69465648854961,87.0,79.45801526717557,5.585496183206107,2.853435114503817,995.7022900763359,137.95419847328245,319.0,300.0,297.0,124.0,298.0,180.0,203.0,306.0
carrbridge,1999-2002,51.47826086956522,83.1304347826087,54.0,71.04347826086956,12.256521739130434,5.269565217391304,2683.4347826086955,260.0869565217391,487.0,395.0,273.0,1588.0,410.0,47.0,31.0,146.0
dornoch,1992-1998,54.927083333333336,86.02083333333333,43.333333333333336,79.09375,7.996875,4.2,1733.125,256.40625,416.0,371.0,163.0,1876.0,304.0,93.0,93.0,154.0
newcastleton,1992-1998,58.98039215686274,82.17647058823529,66.0,81.23529411764706,5.70392156862745,2.9431372549019605,1149.7058823529412,215.1764705882353,324.0,325.0,320.0,862.0,223.0,170.0,160.0,197.0
balerno,2008 onwards,71.27586206896552,82.67586206896551,76.0,81.53103448275863,4.432413793103448,1.6703448275862067,484.5310344827586,105.41379310344827,238.0,143.0,298.0,407.0,209.0,301.0,341.0,378.0
longniddry,1984-1991,74.85221674876847,86.10837438423646,68.0,86.21674876847291,3.100985221674877,1.323152709359606,424.3152709359606,109.19704433497537,118.0,97.0,161.0,745.0,110.0,352.0,362.0,359.0
peterculter,1999-2002,66.48275862068965,80.53448275862068,70.0,77.96551724137932,4.474137931034483,1.8905172413793105,696.8534482758621,120.85344827586206,242.0,232.0,380.0,636.0,334.0,277.0,274.0,336.0
isle of islay,1919-1929,60.33802816901409,86.19718309859155,53.0,81.42957746478874,5.6633802816901415,3.3563380281690143,1046.2605633802816,306.65492957746477,321.0,310.0,155.0,1630.0,213.0,141.0,185.0,107.0
whitburn,1976-1983,86.07142857142857,87.42857142857143,69.0,88.5,1.6214285714285714,0.18571428571428572,-2.7857142857142856,72.0,43.0,41.0,133.0,682.0,91.0,458.0,514.0,464.0
west lothian,before 1919,70.0,91.5,76.0,90.5,4.55,2.1500000000000004,357.75,279.75,246.0,170.0,69.0,407.0,69.0,242.0,405.0,129.0
east hardgate,1930-1949,30.0,80.0,40.0,58.0,7.1,2.3,3459.0,855.0,389.0,451.0,389.0,1932.0,427.0,224.0,20.0,11.0
isle of benbecula,others,63.19607843137255,89.6078431372549,88.0,83.96078431372548,5.2215686274509805,3.1294117647058823,831.4705882352941,288.11764705882354,301.0,275.0,98.0,93.0,139.0,155.0,244.0,121.0
morebattle,before 1919,49.0,89.0,28.0,72.0,9.5,6.3,2652.0,627.0,467.0,408.0,109.0,2045.0,405.0,31.0,33.0,17.0
north ayrshire,1984-1991,82.6,83.63333333333334,69.0,89.33333333333333,1.6933333333333336,0.12333333333333332,31.1,22.6,46.0,64.0,251.0,682.0,81.0,466.0,486.0,493.0
bettyhill,before 1919,35.0,96.0,31.0,88.0,11.0,8.8,2352.0,198.0,482.0,443.0,45.0,2033.0,94.0,13.0,40.0,218.0
kirkholm,others,84.0,95.0,85.0,96.0,4.9,3.05,-3.0,322.5,274.0,57.0,49.0,183.0,30.0,163.0,515.0,96.0
longniddry,1999-2002,74.85221674876847,86.10837438423646,74.0,86.21674876847291,3.100985221674877,1.323152709359606,424.3152709359606,109.19704433497537,118.0,97.0,161.0,470.0,110.0,352.0,362.0,359.0
mauchline,1992-1998,62.84403669724771,82.44495412844037,70.0,79.07798165137615,4.798165137614679,2.2504587155963303,697.2247706422019,145.0183486238532,265.0,280.0,310.0,636.0,306.0,231.0,273.0,289.0
kyle,1999-2002,49.310810810810814,85.27027027027027,66.0,76.52702702702703,9.025675675675675,4.914864864864865,1828.8243243243244,319.6621621621622,453.0,406.0,189.0,862.0,365.0,62.0,76.0,98.0
thornhill,1919-1929,48.48125,81.79375,36.53846153846154,78.4625,7.3862499999999995,4.235,1617.2625,309.69375,400.0,410.0,333.0,1979.0,324.0,92.0,103.0,104.0
kelton,1930-1949,59.0,83.0,29.0,48.0,7.7,2.9,246.0,540.0,408.0,324.0,282.0,2043.0,434.0,174.0,444.0,25.0
bearsden,before 1919,58.0,71.0,46.0,60.0,18.0,5.0,2067.0,150.0,495.0,338.0,429.0,1825.0,425.0,58.0,56.0,281.0
thornhill,others,48.48125,81.79375,82.0,78.4625,7.3862499999999995,4.235,1617.2625,309.69375,400.0,410.0,333.0,249.0,324.0,92.0,103.0,104.0
auchtermuchty,before 1919,36.0,88.0,31.0,78.0,12.0,8.1,2160.0,315.0,486.0,442.0,125.0,2033.0,333.0,14.0,53.0,102.0
kilbirnie,1992-1998,66.34710743801652,81.55371900826447,66.0,80.47933884297521,4.8264462809917354,1.8892561983471075,607.5867768595041,109.78512396694215,268.0,234.0,350.0,862.0,254.0,278.0,303.0,356.0
bridge of weir,1992-1998,65.23577235772358,80.6178861788618,75.25,78.45528455284553,5.071544715447154,2.1325203252032523,778.0,90.7560975609756,285.0,249.0,377.0,438.0,325.0,245.0,254.0,423.0
appin,2008 onwards,57.083333333333336,93.54166666666667,82.0,88.70833333333333,6.116666666666667,3.966666666666667,1025.25,403.75,352.0,352.0,55.0,249.0,88.0,106.0,194.0,51.0
boat of garten,others,52.11538461538461,83.03846153846153,80.5,73.1923076923077,8.4,3.9923076923076923,1655.7692307692307,380.7692307692308,430.0,389.0,278.0,285.0,398.0,103.0,99.0,63.0
pencaitland,others,91.66666666666667,93.0,90.0,92.0,1.7666666666666666,0.26666666666666666,-6.0,162.0,52.0,10.0,58.0,44.0,49.0,442.0,518.0,262.0
gardenstown,others,69.0,96.0,82.0,88.0,3.8499999999999996,2.0,340.5,405.0,184.0,189.0,45.0,249.0,94.0,263.0,414.0,50.0
athelstaneford,others,92.0,102.0,93.0,102.0,1.8,2.1,0.0,267.0,53.0,9.0,30.0,15.0,19.0,249.0,496.0,138.0
durris,others,81.0,94.0,83.0,95.0,5.1,2.9,-3.0,270.0,287.0,71.0,52.0,225.0,32.0,174.0,515.0,135.0
banffshire,before 1919,45.333333333333336,81.66666666666667,88.0,85.33333333333333,3.466666666666667,1.8333333333333333,1749.0,418.0,152.0,422.0,343.0,93.0,121.0,282.0,91.0,47.0
strathcarron,2008 onwards,48.2037037037037,90.48148148148148,79.0,79.83333333333333,9.637037037037036,5.468518518518518,2290.0555555555557,387.8888888888889,470.0,411.0,79.0,324.0,282.0,44.0,44.0,61.0
tayport,1984-1991,63.544444444444444,79.9,63.0,77.63333333333334,4.532222222222222,2.0844444444444443,839.2333333333333,106.0,245.0,271.0,390.0,1090.0,347.0,251.0,242.0,377.0
kirkpatrick durham,1976-1983,43.0,80.0,62.0,91.0,6.8,4.8,1545.0,258.0,378.0,429.0,389.0,1158.0,62.0,68.0,110.0,150.0
fintry,1999-2002,84.33333333333333,94.66666666666667,91.0,101.0,1.2333333333333334,1.1,90.0,93.0,19.0,53.0,50.0,23.0,20.0,385.0,474.0,420.0
achnasheen,1965-1975,52.6,88.55,40.75,81.35,8.8025,4.88,1417.8,339.975,443.0,386.0,117.0,1919.0,220.0,65.0,123.0,85.0
ardgay,1976-1983,54.96774193548387,84.25806451612904,75.0,78.7741935483871,8.274193548387096,3.8548387096774195,1060.1612903225807,237.29032258064515,425.0,370.0,222.0,442.0,317.0,117.0,183.0,171.0
berwick upon tweed,1919-1929,48.14,81.58,36.0,76.1,8.52,4.934,1528.2,298.68,433.0,412.0,349.0,1989.0,370.0,61.0,112.0,110.0
bishopton,1999-2002,82.69675925925925,88.98148148148148,67.0,89.61574074074075,2.0460648148148146,0.757175925925926,139.00694444444446,103.57638888888889,64.0,61.0,110.0,801.0,78.0,414.0,466.0,386.0
strome ferry,before 1919,54.75,85.75,51.0,91.5,6.275,4.1,928.5,238.5,360.0,372.0,173.0,1696.0,56.0,97.0,222.0,170.0
morayshire,1984-1991,63.0,79.0,55.0,72.0,5.7,2.1,399.0,105.0,323.0,279.0,406.0,1553.0,405.0,249.0,375.0,382.0
kilcreggan,others,82.0,101.0,84.0,100.0,3.3,3.0,0.0,282.0,134.0,69.0,34.0,202.0,22.0,167.0,496.0,126.0
east linton,1999-2002,71.95121951219512,86.4390243902439,74.0,84.7439024390244,3.885365853658537,1.9426829268292685,581.9268292682926,191.23170731707316,188.0,128.0,151.0,470.0,125.0,269.0,312.0,224.0
gairloch,1930-1949,56.02777777777778,87.72222222222223,52.0,80.94444444444444,7.491666666666666,4.097222222222222,1247.6666666666667,291.1666666666667,404.0,360.0,130.0,1669.0,237.0,98.0,147.0,116.0
broxburn,2008 onwards,71.71955128205128,83.20192307692308,87.75,82.10897435897436,3.1993589743589745,1.3112179487179487,358.77403846153845,107.4423076923077,126.0,132.0,270.0,100.0,187.0,354.0,404.0,368.0
lochearnhead,1965-1975,50.111111111111114,89.27777777777777,42.0,87.5,8.627777777777778,5.516666666666667,1642.6666666666667,268.8333333333333,437.0,401.0,106.0,1896.0,98.0,41.0,100.0,136.0
strathdon,1965-1975,56.42857142857143,89.64285714285714,37.0,88.64285714285714,7.6000000000000005,4.128571428571428,1120.2857142857142,222.21428571428572,407.0,358.0,93.0,1974.0,90.0,96.0,163.0,191.0
dalrymple,1965-1975,58.0,68.5,48.0,63.5,12.0,2.05,432.0,51.0,486.0,338.0,432.0,1779.0,421.0,255.0,360.0,481.0
berwick upon tweed,1976-1983,48.14,81.58,58.0,76.1,8.52,4.934,1528.2,298.68,433.0,412.0,349.0,1397.0,370.0,61.0,112.0,110.0
mallaig,1919-1929,57.45161290322581,86.29032258064517,40.0,75.70967741935483,7.119354838709677,3.4322580645161294,1361.4193548387098,353.03225806451616,390.0,348.0,153.0,1932.0,374.0,136.0,126.0,73.0
spean bridge,1976-1983,68.76315789473684,86.78947368421052,53.0,80.8157894736842,5.868421052631579,2.2078947368421056,453.55263157894734,190.89473684210526,337.0,193.0,142.0,1630.0,244.0,236.0,356.0,225.0
galston,1992-1998,68.03968253968254,82.24603174603175,59.2,81.06349206349206,4.1722222222222225,1.865873015873016,660.547619047619,93.38095238095238,215.0,205.0,318.0,1337.0,231.0,279.0,287.0,418.0
invergarry,before 1919,58.333333333333336,87.91666666666667,31.5,84.0,8.016666666666667,4.391666666666667,1184.75,330.5,417.0,335.0,128.0,2031.0,138.0,82.0,154.0,91.0
strathdon,1930-1949,56.42857142857143,89.64285714285714,58.0,88.64285714285714,7.6000000000000005,4.128571428571428,1120.2857142857142,222.21428571428572,407.0,358.0,93.0,1397.0,90.0,96.0,163.0,191.0
latheron,1965-1975,55.77777777777778,95.22222222222223,55.0,91.77777777777777,6.477777777777778,4.5,1607.6666666666667,268.3333333333333,366.0,362.0,48.0,1553.0,52.0,76.0,105.0,137.0
kinlochleven,1965-1975,58.275862068965516,81.62068965517241,30.0,74.62068965517241,6.562068965517242,2.6689655172413795,1029.2068965517242,310.3448275862069,371.0,336.0,345.0,2038.0,387.0,196.0,192.0,103.0
ballater,1965-1975,59.92,85.48,43.666666666666664,76.304,9.3736,4.4896,1795.608,257.28,463.0,316.0,180.0,1871.0,368.0,77.0,85.0,151.0
arrochar,1976-1983,52.67567567567568,79.8108108108108,64.0,79.02702702702703,6.056756756756757,3.3351351351351353,1085.837837837838,263.6756756756757,348.0,385.0,392.0,1013.0,308.0,144.0,175.0,140.0
millport,1950-1964,48.86363636363637,74.3409090909091,45.666666666666664,64.63636363636364,5.8522727272727275,2.3261363636363637,1662.375,230.48863636363637,333.0,409.0,424.0,1832.0,419.0,222.0,96.0,179.0
lochwinnoch,1999-2002,66.89010989010988,80.04395604395604,61.0,80.05494505494505,4.187912087912088,1.7505494505494508,762.8571428571429,109.68131868131869,216.0,227.0,387.0,1225.0,276.0,294.0,261.0,357.0
west linton,1992-1998,60.84070796460177,82.15044247787611,63.125,79.58407079646018,7.229203539823009,3.3,922.9115044247787,274.3805309734513,395.0,303.0,323.0,1079.0,291.0,147.0,225.0,132.0
kilsyth,2008 onwards,76.0,79.0,78.0,78.5,2.65,0.4,132.0,16.5,89.0,93.0,406.0,351.0,321.0,430.0,467.0,494.0
cromarty,others,60.68493150684932,84.0958904109589,84.0,79.84931506849315,5.27945205479452,2.7027397260273975,1014.3698630136986,308.3013698630137,303.0,306.0,227.0,202.0,281.0,190.0,197.0,105.0
shetland islands,others,82.0,106.0,84.0,105.0,2.6,2.8,0.0,252.0,86.0,69.0,20.0,202.0,14.0,184.0,496.0,158.0
sanquhar,2008 onwards,69.98974358974358,86.17948717948718,61.0,84.35897435897436,3.6723076923076925,1.6564102564102565,351.5230769230769,116.04615384615384,172.0,171.0,158.0,1225.0,132.0,304.0,409.0,345.0
quarriers village,2003-2007,67.8,77.2,70.0,72.2,8.16,2.12,807.0,-0.6,422.0,210.0,415.0,636.0,403.0,246.0,247.0,501.0
dalry,2003-2007,67.24812030075188,81.66165413533835,78.48387096774194,80.42857142857143,4.19172932330827,1.939097744360902,624.6541353383459,84.11278195488721,217.0,222.0,344.0,336.0,257.0,271.0,297.0,440.0
east ayrshire,others,80.8,85.4,93.66666666666667,89.2,1.92,0.54,172.2,-0.6,58.0,72.0,186.0,12.0,83.0,425.0,463.0,501.0
grantown-on-spey,1999-2002,56.61068702290076,81.77862595419847,67.4,74.6030534351145,8.330534351145038,3.758778625954198,1826.793893129771,250.6946564885496,426.0,356.0,334.0,781.0,388.0,122.0,77.0,160.0
isle of north uist,1992-1998,55.08163265306123,96.53061224489795,71.28571428571429,89.3061224489796,6.014285714285714,4.538775510204082,1045.3469387755101,399.61224489795916,346.0,368.0,41.0,578.0,82.0,72.0,186.0,54.0
heriot,1976-1983,54.583333333333336,87.08333333333333,39.0,77.91666666666667,9.616666666666667,4.891666666666667,1867.0,321.75,469.0,373.0,137.0,1948.0,336.0,64.0,73.0,97.0
latheron,2008 onwards,55.77777777777778,95.22222222222223,59.0,91.77777777777777,6.477777777777778,4.5,1607.6666666666667,268.3333333333333,366.0,362.0,48.0,1346.0,52.0,76.0,105.0,137.0
cockburnspath,others,53.8421052631579,82.3157894736842,84.0,71.6842105263158,8.605263157894736,4.463157894736843,1800.0,425.8421052631579,436.0,381.0,315.0,202.0,407.0,78.0,84.0,44.0
west lothian,2003-2007,70.0,91.5,67.0,90.5,4.55,2.1500000000000004,357.75,279.75,246.0,170.0,69.0,801.0,69.0,242.0,405.0,129.0
paxton,2003-2007,72.0,82.0,66.0,77.0,5.6,1.7,18.0,282.0,320.0,126.0,328.0,862.0,360.0,298.0,489.0,126.0
garve,others,49.25,93.67857142857143,84.0,86.57142857142857,8.732142857142858,5.2250000000000005,1790.142857142857,335.67857142857144,441.0,407.0,54.0,202.0,106.0,49.0,86.0,87.0
bonawe,before 1919,33.0,86.0,9.0,58.0,37.0,24.0,11085.0,264.0,500.0,446.0,165.0,2075.0,427.0,1.0,1.0,139.0
dalbeattie,1919-1929,59.43076923076923,83.87692307692308,47.333333333333336,79.31794871794872,5.4569230769230765,3.0953846153846154,947.2615384615384,229.2,314.0,321.0,238.0,1795.0,300.0,161.0,218.0,181.0
lochailort,1965-1975,53.44444444444444,92.77777777777777,41.0,77.66666666666667,11.488888888888889,7.288888888888888,1878.6666666666667,286.3333333333333,485.0,382.0,59.0,1914.0,346.0,21.0,72.0,123.0
kyleakin,2003-2007,45.5,68.0,51.5,71.0,6.55,1.95,550.5,523.5,369.0,420.0,433.0,1685.0,411.0,268.0,321.0,26.0
midlothian,1999-2002,85.046875,87.953125,75.0,89.625,1.70625,0.3984375,40.734375,76.453125,48.0,49.0,127.0,442.0,77.0,432.0,482.0,459.0
findhorn,before 1919,35.0,73.0,30.0,66.0,26.0,15.0,5922.0,258.0,498.0,443.0,427.0,2038.0,418.0,3.0,5.0,150.0
strathdon,others,56.42857142857143,89.64285714285714,85.0,88.64285714285714,7.6000000000000005,4.128571428571428,1120.2857142857142,222.21428571428572,407.0,358.0,93.0,183.0,90.0,96.0,163.0,191.0
